"key","date","to","from","action_team","notes","edge_label","pick_involved","rights_involved","teams_involved"
"free agencyIan Clark","2017-08-02","Ian Clark","free agency","Pelicans","signed unrestricted free agent to a 1-year, $1.6M contract","On 2017-08-02, Ian Clark is signed unrestricted free agent to a 1-year, $1.6M contract by Pelicans",FALSE,FALSE,"Pelicans"
"free agencyJamil Wilson","2017-08-03","Jamil Wilson","free agency","Clippers","signed free agent to a two way contract","On 2017-08-03, Jamil Wilson is signed free agent to a two way contract by Clippers",FALSE,FALSE,"Clippers"
"Brandon Ashleyfree agency","2017-08-03","Brandon Ashley","free agency","Mavericks","signed free agent","On 2017-08-03, Brandon Ashley is signed free agent by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyJason Maxiell","2017-08-03","Jason Maxiell","free agency","Pistons","signed free agent to a 1-day contract","On 2017-08-03, Jason Maxiell is signed free agent to a 1-day contract by Pistons",FALSE,FALSE,"Pistons"
"free agencyVander Blue","2017-08-04","Vander Blue","free agency","Lakers","signed unrestricted free agent to a 1-year, $1.5M contract","On 2017-08-04, Vander Blue is signed unrestricted free agent to a 1-year, $1.5M contract by Lakers",FALSE,FALSE,"Lakers"
"free agencyJeremy Senglin","2017-08-04","Jeremy Senglin","free agency","Nets","signed free agent to a 1-year non-guaranteed contract","On 2017-08-04, Jeremy Senglin is signed free agent to a 1-year non-guaranteed contract by Nets",FALSE,FALSE,"Nets"
"free agencyMilton Doyle","2017-08-04","Milton Doyle","free agency","Nets","signed free agent to a 1-year non-guaranteed contract","On 2017-08-04, Milton Doyle is signed free agent to a 1-year non-guaranteed contract by Nets",FALSE,FALSE,"Nets"
"free agencyMaalik Wayns","2017-08-08","Maalik Wayns","free agency","Mavericks","signed free agent to a 1-year, $1.5M contract","On 2017-08-08, Maalik Wayns is signed free agent to a 1-year, $1.5M contract by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyLuke Babbitt","2017-08-09","Luke Babbitt","free agency","Hawks","signed unrestricted free agent to a 1-year contract","On 2017-08-09, Luke Babbitt is signed unrestricted free agent to a 1-year contract by Hawks",FALSE,FALSE,"Hawks"
"free agencyV.J. Beachem","2017-08-11","V.J. Beachem","free agency","Lakers","signed free agent","On 2017-08-11, V.J. Beachem is signed free agent by Lakers",FALSE,FALSE,"Lakers"
"free agencyJacob Wiley / Jake Wiley","2017-08-14","Jacob Wiley / Jake Wiley","free agency","Nets","signed free agent to a two way contract","On 2017-08-14, Jacob Wiley / Jake Wiley is signed free agent to a two way contract by Nets",FALSE,FALSE,"Nets"
"free agencyTyrone Wallace","2017-08-15","Tyrone Wallace","free agency","Clippers","signed free agent","On 2017-08-15, Tyrone Wallace is signed free agent by Clippers",FALSE,FALSE,"Clippers"
"Damien Wilkinsfree agency","2017-08-15","Damien Wilkins","free agency","Pacers","signed free agent to a 1-year, $2.1M contract","On 2017-08-15, Damien Wilkins is signed free agent to a 1-year, $2.1M contract by Pacers",FALSE,FALSE,"Pacers"
"free agencyTroy Caupain","2017-08-16","Troy Caupain","free agency","Magic","signed free agent","On 2017-08-16, Troy Caupain is signed free agent by Magic",FALSE,FALSE,"Magic"
"Ben Moorefree agency","2017-08-16","Ben Moore","free agency","Pacers","signed free agent to a 2-year contract","On 2017-08-16, Ben Moore is signed free agent to a 2-year contract by Pacers",FALSE,FALSE,"Pacers"
"free agencyXavier Rathan-Mayes","2017-08-18","Xavier Rathan-Mayes","free agency","Knicks","signed free agent","On 2017-08-18, Xavier Rathan-Mayes is signed free agent by Knicks",FALSE,FALSE,"Knicks"
"Daniel Dixonfree agency","2017-08-19","Daniel Dixon","free agency","Celtics","signed free agent","On 2017-08-19, Daniel Dixon is signed free agent by Celtics",FALSE,FALSE,"Celtics"
"Adreian Paynefree agency","2017-08-21","Adreian Payne","free agency","Magic","signed free agent to a two way contract","On 2017-08-21, Adreian Payne is signed free agent to a two way contract by Magic",FALSE,FALSE,"Magic"
"free agencyJeff Withey","2017-08-21","Jeff Withey","free agency","Mavericks","signed unrestricted free agent to a 1-year, $3.4M contract","On 2017-08-21, Jeff Withey is signed unrestricted free agent to a 1-year, $3.4M contract by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyK.J. McDaniels","2017-08-21","K.J. McDaniels","free agency","Raptors","signed unrestricted free agent to a 1-year contract","On 2017-08-21, K.J. McDaniels is signed unrestricted free agent to a 1-year contract by Raptors",FALSE,FALSE,"Raptors"
"Isaiah ThomasKyrie Irving","2017-08-22","Isaiah Thomas","Kyrie Irving","Cavaliers","trade with Celtics","On 2017-08-22, Cavaliers make trade with Celtics for Isaiah Thomas, and in exhchange give Kyrie Irving to them.",FALSE,FALSE,"Cavaliers, Celtics"
"Jae CrowderKyrie Irving","2017-08-22","Jae Crowder","Kyrie Irving","Cavaliers","trade with Celtics","On 2017-08-22, Cavaliers make trade with Celtics for Jae Crowder, and in exhchange give Kyrie Irving to them.",FALSE,FALSE,"Cavaliers, Celtics"
"Ante ZizicKyrie Irving","2017-08-22","Ante Zizic","Kyrie Irving","Cavaliers","trade with Celtics","On 2017-08-22, Cavaliers make trade with Celtics for Ante Zizic, and in exhchange give Kyrie Irving to them.",FALSE,FALSE,"Cavaliers, Celtics"
"Collin SextonKyrie Irving","2017-08-22","Collin Sexton","Kyrie Irving","Cavaliers","trade with Celtics","On 2017-08-22, Cavaliers make trade with Celtics for 2018 first round pick (#8-Collin Sexton), and in exhchange give Kyrie Irving to them.",TRUE,FALSE,"Cavaliers, Celtics"
"free agencyLondon Perrantes","2017-08-23","London Perrantes","free agency","Spurs","signed free agent to a 1-year contract","On 2017-08-23, London Perrantes is signed free agent to a 1-year contract by Spurs",FALSE,FALSE,"Spurs"
"free agencyPeter Jok","2017-08-24","Peter Jok","free agency","Suns","signed free agent","On 2017-08-24, Peter Jok is signed free agent by Suns",FALSE,FALSE,"Suns"
"Donald Sloanfree agency","2017-08-25","Donald Sloan","free agency","Wizards","signed unrestricted free agent","On 2017-08-25, Donald Sloan is signed unrestricted free agent by Wizards",FALSE,FALSE,"Wizards"
"free agencyJames Michael McAdoo / James McAdoo (Michael","2017-08-26","James Michael McAdoo / James McAdoo (Michael","free agency","76ers","signed unrestricted free agent to a two way contract","On 2017-08-26, James Michael McAdoo / James McAdoo (Michael) is signed unrestricted free agent to a two way contract by 76ers",FALSE,FALSE,"76ers"
"Andrew White IIIfree agency","2017-08-28","Andrew White III","free agency","Celtics","signed free agent","On 2017-08-28, Andrew White III is signed free agent by Celtics",FALSE,FALSE,"Celtics"
"free agencyL.J. Peak","2017-08-28","L.J. Peak","free agency","Celtics","signed free agent","On 2017-08-28, L.J. Peak is signed free agent by Celtics",FALSE,FALSE,"Celtics"
"free agencyRodney Purvis","2017-08-28","Rodney Purvis","free agency","Magic","signed free agent","On 2017-08-28, Rodney Purvis is signed free agent by Magic",FALSE,FALSE,"Magic"
"free agencySpencer Hawes","2017-08-31","free agency","Spencer Hawes","Bucks","waived","On 2017-08-31, Spencer Hawes becomes a free agent from Bucks",FALSE,FALSE,"Bucks"
"free agencyKalin Lucas","2017-08-31","Kalin Lucas","free agency","Magic","signed free agent","On 2017-08-31, Kalin Lucas is signed free agent by Magic",FALSE,FALSE,"Magic"
"Ater MajokQuincy Pondexter","2017-09-01","Quincy Pondexter","Ater Majok","Bulls","trade with Pelicans","On 2017-09-01, Bulls make trade with Pelicans for Quincy Pondexter, and in exhchange give rights to Ater Majok to them.",FALSE,TRUE,"Bulls, Pelicans"
"Ater MajokTony Carr","2017-09-01","Tony Carr","Ater Majok","Bulls","trade with Pelicans","On 2017-09-01, Bulls make trade with Pelicans for 2018 second round pick (#51-Tony Carr), and in exhchange give rights to Ater Majok to them.",TRUE,TRUE,"Bulls, Pelicans"
"Ater Majokcash","2017-09-01","cash","Ater Majok","Bulls","trade with Pelicans","On 2017-09-01, Bulls make trade with Pelicans for cash, and in exhchange give rights to Ater Majok to them.",FALSE,TRUE,"Bulls, Pelicans"
"free agencyTyler Cavanaugh","2017-09-05","Tyler Cavanaugh","free agency","Hawks","signed free agent","On 2017-09-05, Tyler Cavanaugh is signed free agent by Hawks",FALSE,FALSE,"Hawks"
"free agencyLarry Drew II","2017-09-05","Larry Drew II","free agency","Heat","signed free agent","On 2017-09-05, Larry Drew II is signed free agent by Heat",FALSE,FALSE,"Heat"
"free agencyJames Young","2017-09-06","James Young","free agency","Bucks","signed unrestricted free agent","On 2017-09-06, James Young is signed unrestricted free agent by Bucks",FALSE,FALSE,"Bucks"
"DeQuan Jonesfree agency","2017-09-06","DeQuan Jones","free agency","Pacers","signed free agent","On 2017-09-06, DeQuan Jones is signed free agent by Pacers",FALSE,FALSE,"Pacers"
"free agencyTrey McKinney Jones / Trey McKinney-Jones","2017-09-06","Trey McKinney Jones / Trey McKinney-Jones","free agency","Pacers","signed free agent","On 2017-09-06, Trey McKinney Jones / Trey McKinney-Jones is signed free agent by Pacers",FALSE,FALSE,"Pacers"
"Carrick Felixfree agency","2017-09-08","Carrick Felix","free agency","Wizards","signed free agent","On 2017-09-08, Carrick Felix is signed free agent by Wizards",FALSE,FALSE,"Wizards"
"free agencyIsaiah Briscoe","2017-09-11","Isaiah Briscoe","free agency","Blazers","signed free agent","On 2017-09-11, Isaiah Briscoe is signed free agent by Blazers",FALSE,FALSE,"Blazers"
"free agencyMatt Jones","2017-09-11","Matt Jones","free agency","Kings","signed free agent","On 2017-09-11, Matt Jones is signed free agent by Kings",FALSE,FALSE,"Kings"
"free agencyPerry Jones III","2017-09-11","Perry Jones III","free agency","Pelicans","signed free agent","On 2017-09-11, Perry Jones III is signed free agent by Pelicans",FALSE,FALSE,"Pelicans"
"free agencyJosh Childress","2017-09-12","Josh Childress","free agency","Nuggets","signed free agent to a 1-year, $2.1M contract","On 2017-09-12, Josh Childress is signed free agent to a 1-year, $2.1M contract by Nuggets",FALSE,FALSE,"Nuggets"
"Dwight Buycksfree agency","2017-09-12","Dwight Buycks","free agency","Pistons","signed free agent to a two way contract","On 2017-09-12, Dwight Buycks is signed free agent to a two way contract by Pistons",FALSE,FALSE,"Pistons"
"free agencyNazareth Mitrou-Long / Naz Mitrou-Long / Naz Long","2017-09-14","Nazareth Mitrou-Long / Naz Mitrou-Long / Naz Long","free agency","Jazz","signed free agent","On 2017-09-14, Nazareth Mitrou-Long / Naz Mitrou-Long / Naz Long is signed free agent by Jazz",FALSE,FALSE,"Jazz"
"free agencyTony Allen","2017-09-14","Tony Allen","free agency","Pelicans","signed unrestricted free agent to a 1-year, $2.3M contract","On 2017-09-14, Tony Allen is signed unrestricted free agent to a 1-year, $2.3M contract by Pelicans",FALSE,FALSE,"Pelicans"
"free agencyTerry Henderson","2017-09-15","Terry Henderson","free agency","Hornets","signed free agent","On 2017-09-15, Terry Henderson is signed free agent by Hornets",FALSE,FALSE,"Hornets"
"free agencyLuke Petrasek","2017-09-17","Luke Petrasek","free agency","Hornets","signed free agent","On 2017-09-17, Luke Petrasek is signed free agent by Hornets",FALSE,FALSE,"Hornets"
"Anthony Morrowfree agency","2017-09-18","Anthony Morrow","free agency","Blazers","signed unrestricted free agent to a 1-year contract","On 2017-09-18, Anthony Morrow is signed unrestricted free agent to a 1-year contract by Blazers",FALSE,FALSE,"Blazers"
"Erik McCreefree agency","2017-09-18","Erik McCree","free agency","Heat","signed free agent","On 2017-09-18, Erik McCree is signed free agent by Heat",FALSE,FALSE,"Heat"
"Amile Jeffersonfree agency","2017-09-18","Amile Jefferson","free agency","Timberwolves","signed free agent to a 1-year contract","On 2017-09-18, Amile Jefferson is signed free agent to a 1-year contract by Timberwolves",FALSE,FALSE,"Timberwolves"
"free agencyJordan Mathews","2017-09-20","Jordan Mathews","free agency","Hawks","signed free agent","On 2017-09-20, Jordan Mathews is signed free agent by Hawks",FALSE,FALSE,"Hawks"
"free agencyJacob Pullen","2017-09-21","Jacob Pullen","free agency","76ers","signed free agent to a two way contract","On 2017-09-21, Jacob Pullen is signed free agent to a two way contract by 76ers",FALSE,FALSE,"76ers"
"free agencyJaylen Johnson","2017-09-21","Jaylen Johnson","free agency","Bulls","signed free agent","On 2017-09-21, Jaylen Johnson is signed free agent by Bulls",FALSE,FALSE,"Bulls"
"Alex Hamiltonfree agency","2017-09-21","Alex Hamilton","free agency","Warriors","signed free agent","On 2017-09-21, Alex Hamilton is signed free agent by Warriors",FALSE,FALSE,"Warriors"
"Antonius Clevelandfree agency","2017-09-21","Antonius Cleveland","free agency","Warriors","signed free agent","On 2017-09-21, Antonius Cleveland is signed free agent by Warriors",FALSE,FALSE,"Warriors"
"free agencyMartell Webster","2017-09-22","Martell Webster","free agency","Pelicans","signed free agent","On 2017-09-22, Martell Webster is signed free agent by Pelicans",FALSE,FALSE,"Pelicans"
"Andy Rautinsfree agency","2017-09-22","Andy Rautins","free agency","Raptors","signed free agent","On 2017-09-22, Andy Rautins is signed free agent by Raptors",FALSE,FALSE,"Raptors"
"Akil Mitchellfree agency","2017-09-24","Akil Mitchell","free agency","Nets","signed free agent","On 2017-09-24, Akil Mitchell is signed free agent by Nets",FALSE,FALSE,"Nets"
"Emeka Okaforfree agency","2017-09-25","Emeka Okafor","free agency","76ers","signed unrestricted free agent","On 2017-09-25, Emeka Okafor is signed unrestricted free agent by 76ers",FALSE,FALSE,"76ers"
"free agencyKendrick Perkins","2017-09-25","Kendrick Perkins","free agency","Cavaliers","signed unrestricted free agent","On 2017-09-25, Kendrick Perkins is signed unrestricted free agent by Cavaliers",FALSE,FALSE,"Cavaliers"
"Carmelo AnthonyDoug McDermott","2017-09-25","Doug McDermott","Carmelo Anthony","Knicks","trade with Thunder","On 2017-09-25, Knicks make trade with Thunder for Doug McDermott, and in exhchange give Carmelo Anthony to them.",FALSE,FALSE,"Knicks, Thunder"
"Carmelo AnthonyEnes Kanter","2017-09-25","Enes Kanter","Carmelo Anthony","Knicks","trade with Thunder","On 2017-09-25, Knicks make trade with Thunder for Enes Kanter, and in exhchange give Carmelo Anthony to them.",FALSE,FALSE,"Knicks, Thunder"
"Carmelo AnthonyMitchell Robinson","2017-09-25","Mitchell Robinson","Carmelo Anthony","Knicks","trade with Thunder","On 2017-09-25, Knicks make trade with Thunder for 2018 second round pick (#36-Mitchell Robinson), and in exhchange give Carmelo Anthony to them.",TRUE,FALSE,"Knicks, Thunder"
"Derek Willisfree agency","2017-09-25","Derek Willis","free agency","Pistons","signed free agent","On 2017-09-25, Derek Willis is signed free agent by Pistons",FALSE,FALSE,"Pistons"
"free agencyLandry Christ Nnoko / Landry Nnoko","2017-09-25","Landry Christ Nnoko / Landry Nnoko","free agency","Pistons","signed free agent","On 2017-09-25, Landry Christ Nnoko / Landry Nnoko is signed free agent by Pistons",FALSE,FALSE,"Pistons"
"free agencyIsaiah Hartenstein","2017-09-25","free agency","Isaiah Hartenstein","Rockets","waived","On 2017-09-25, Isaiah Hartenstein becomes a free agent from Rockets",FALSE,FALSE,"Rockets"
"free agencyJaron Blossomgame","2017-09-25","free agency","Jaron Blossomgame","Spurs","waived","On 2017-09-25, Jaron Blossomgame becomes a free agent from Spurs",FALSE,FALSE,"Spurs"
"Amida Brimahfree agency","2017-09-25","Amida Brimah","free agency","Spurs","signed free agent","On 2017-09-25, Amida Brimah is signed free agent by Spurs",FALSE,FALSE,"Spurs"
"Bryce Alfordfree agency","2017-09-25","Bryce Alford","free agency","Thunder","signed free agent","On 2017-09-25, Bryce Alford is signed free agent by Thunder",FALSE,FALSE,"Thunder"
"Devin Williamsfree agency","2017-09-26","Devin Williams","free agency","Celtics","signed free agent","On 2017-09-26, Devin Williams is signed free agent by Celtics",FALSE,FALSE,"Celtics"
"free agencyTaylor Braun","2017-09-26","Taylor Braun","free agency","Jazz","signed free agent","On 2017-09-26, Taylor Braun is signed free agent by Jazz",FALSE,FALSE,"Jazz"
"free agencyMarcus Williams (E. / Marcus Williams (D.","2017-09-26","Marcus Williams (E. / Marcus Williams (D.","free agency","Kings","signed free agent","On 2017-09-26, Marcus Williams (E.) / Marcus Williams (D.) is signed free agent by Kings",FALSE,FALSE,"Kings"
