"date","from","to","action_team","notes","edge_label","pick_involved"
"2011-02-22","Shelden Williams","2014 pick (#12-Dario Saric)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give 2014 pick (#12-Dario Saric) to them.",TRUE
"2011-02-22","Shelden Williams","2016 pick (#7-Jamal Murray)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give 2016 pick (#7-Jamal Murray) to them.",TRUE
"2011-02-22","Shelden Williams","cash","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Shelden Williams, and in exhchange give cash to them.",FALSE
"2011-02-22","Corey Brewer","Wilson Chandler","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give Wilson Chandler to them.",FALSE
"2011-02-22","Corey Brewer","Raymond Felton","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give Raymond Felton to them.",FALSE
"2011-02-22","Corey Brewer","Danilo Gallinari","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give Danilo Gallinari to them.",FALSE
"2011-02-22","Corey Brewer","Kosta Koufos","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give Kosta Koufos to them.",FALSE
"2011-02-22","Corey Brewer","Timofey Mozgov","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give Timofey Mozgov to them.",FALSE
"2011-02-22","Corey Brewer","Eddy Curry","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give Eddy Curry to them.",FALSE
"2011-02-22","Corey Brewer","2012 pick (#38-Quincy Miller)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give 2012 pick (#38-Quincy Miller) to them.",TRUE
"2011-02-22","Corey Brewer","2013 pick (#51-Romero Osby)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give 2013 pick (#51-Romero Osby) to them.",TRUE
"2011-02-22","Corey Brewer","2014 pick (#12-Dario Saric)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give 2014 pick (#12-Dario Saric) to them.",TRUE
"2011-02-22","Corey Brewer","2016 pick (#7-Jamal Murray)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give 2016 pick (#7-Jamal Murray) to them.",TRUE
"2011-02-22","Corey Brewer","cash","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for Corey Brewer, and in exhchange give cash to them.",FALSE
"2011-02-22","2016 pick (#9-Jakob Poeltl)","Wilson Chandler","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for 2016 pick (#9-Jakob Poeltl), and in exhchange give Wilson Chandler to them.",TRUE
"2011-02-22","2016 pick (#9-Jakob Poeltl)","Raymond Felton","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for 2016 pick (#9-Jakob Poeltl), and in exhchange give Raymond Felton to them.",TRUE
"2011-02-22","2016 pick (#9-Jakob Poeltl)","Danilo Gallinari","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for 2016 pick (#9-Jakob Poeltl), and in exhchange give Danilo Gallinari to them.",TRUE
"2011-02-22","2016 pick (#9-Jakob Poeltl)","Kosta Koufos","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for 2016 pick (#9-Jakob Poeltl), and in exhchange give Kosta Koufos to them.",TRUE
"2011-02-22","2016 pick (#9-Jakob Poeltl)","Timofey Mozgov","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for 2016 pick (#9-Jakob Poeltl), and in exhchange give Timofey Mozgov to them.",TRUE
"2011-02-22","2016 pick (#9-Jakob Poeltl)","Eddy Curry","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for 2016 pick (#9-Jakob Poeltl), and in exhchange give Eddy Curry to them.",TRUE
"2011-02-22","2016 pick (#9-Jakob Poeltl)","2012 pick (#38-Quincy Miller)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for 2016 pick (#9-Jakob Poeltl), and in exhchange give 2012 pick (#38-Quincy Miller) to them.",TRUE
"2011-02-22","2016 pick (#9-Jakob Poeltl)","2013 pick (#51-Romero Osby)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for 2016 pick (#9-Jakob Poeltl), and in exhchange give 2013 pick (#51-Romero Osby) to them.",TRUE
"2011-02-22","2016 pick (#9-Jakob Poeltl)","2014 pick (#12-Dario Saric)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for 2016 pick (#9-Jakob Poeltl), and in exhchange give 2014 pick (#12-Dario Saric) to them.",TRUE
"2011-02-22","2016 pick (#9-Jakob Poeltl)","2016 pick (#7-Jamal Murray)","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for 2016 pick (#9-Jakob Poeltl), and in exhchange give 2016 pick (#7-Jamal Murray) to them.",TRUE
"2011-02-22","2016 pick (#9-Jakob Poeltl)","cash","Knicks","3-team trade with trade with Nuggets, Timberwolves","On 2011-02-22, Knicks make 3-team trade with trade with Nuggets, Timberwolves for 2016 pick (#9-Jakob Poeltl), and in exhchange give cash to them.",TRUE
"2011-02-22","Wilson Chandler","2015 pick (#37-Richaun Holmes)","Nuggets","3-team trade with Knicks, Timberwolves","On 2011-02-22, Nuggets make 3-team trade with Knicks, Timberwolves for Wilson Chandler, and in exhchange give 2015 pick (#37-Richaun Holmes) to them.",TRUE
"2011-02-22","Raymond Felton","2015 pick (#37-Richaun Holmes)","Nuggets","3-team trade with Knicks, Timberwolves","On 2011-02-22, Nuggets make 3-team trade with Knicks, Timberwolves for Raymond Felton, and in exhchange give 2015 pick (#37-Richaun Holmes) to them.",TRUE
"2011-02-22","Danilo Gallinari","2015 pick (#37-Richaun Holmes)","Nuggets","3-team trade with Knicks, Timberwolves","On 2011-02-22, Nuggets make 3-team trade with Knicks, Timberwolves for Danilo Gallinari, and in exhchange give 2015 pick (#37-Richaun Holmes) to them.",TRUE
"2011-02-22","Kosta Koufos","2015 pick (#37-Richaun Holmes)","Nuggets","3-team trade with Knicks, Timberwolves","On 2011-02-22, Nuggets make 3-team trade with Knicks, Timberwolves for Kosta Koufos, and in exhchange give 2015 pick (#37-Richaun Holmes) to them.",TRUE
"2011-02-22","Timofey Mozgov","2015 pick (#37-Richaun Holmes)","Nuggets","3-team trade with Knicks, Timberwolves","On 2011-02-22, Nuggets make 3-team trade with Knicks, Timberwolves for Timofey Mozgov, and in exhchange give 2015 pick (#37-Richaun Holmes) to them.",TRUE
"2011-02-22","2012 pick (#38-Quincy Miller)","2015 pick (#37-Richaun Holmes)","Nuggets","3-team trade with Knicks, Timberwolves","On 2011-02-22, Nuggets make 3-team trade with Knicks, Timberwolves for 2012 pick (#38-Quincy Miller), and in exhchange give 2015 pick (#37-Richaun Holmes) to them.",TRUE
"2011-02-22","2013 pick (#51-Romero Osby)","2015 pick (#37-Richaun Holmes)","Nuggets","3-team trade with Knicks, Timberwolves","On 2011-02-22, Nuggets make 3-team trade with Knicks, Timberwolves for 2013 pick (#51-Romero Osby), and in exhchange give 2015 pick (#37-Richaun Holmes) to them.",TRUE
"2011-02-22","2014 pick (#12-Dario Saric)","2015 pick (#37-Richaun Holmes)","Nuggets","3-team trade with Knicks, Timberwolves","On 2011-02-22, Nuggets make 3-team trade with Knicks, Timberwolves for 2014 pick (#12-Dario Saric), and in exhchange give 2015 pick (#37-Richaun Holmes) to them.",TRUE
"2011-02-22","2016 pick (#7-Jamal Murray)","2015 pick (#37-Richaun Holmes)","Nuggets","3-team trade with Knicks, Timberwolves","On 2011-02-22, Nuggets make 3-team trade with Knicks, Timberwolves for 2016 pick (#7-Jamal Murray), and in exhchange give 2015 pick (#37-Richaun Holmes) to them.",TRUE
"2011-02-22","cash","2015 pick (#37-Richaun Holmes)","Nuggets","3-team trade with Knicks, Timberwolves","On 2011-02-22, Nuggets make 3-team trade with Knicks, Timberwolves for cash, and in exhchange give 2015 pick (#37-Richaun Holmes) to them.",TRUE
"2011-02-22","Anthony Randolph","Corey Brewer","Timberwolves","3-team trade with Knicks, Nuggets","On 2011-02-22, Timberwolves make 3-team trade with Knicks, Nuggets for Anthony Randolph, and in exhchange give Corey Brewer to them.",FALSE
"2011-02-22","Anthony Randolph","Kosta Koufos","Timberwolves","3-team trade with Knicks, Nuggets","On 2011-02-22, Timberwolves make 3-team trade with Knicks, Nuggets for Anthony Randolph, and in exhchange give Kosta Koufos to them.",FALSE
"2011-02-22","Eddy Curry","Kosta Koufos","Timberwolves","3-team trade with Knicks, Nuggets","On 2011-02-22, Timberwolves make 3-team trade with Knicks, Nuggets for Eddy Curry, and in exhchange give Kosta Koufos to them.",FALSE
"2011-02-22","2015 pick (#37-Richaun Holmes)","Corey Brewer","Timberwolves","3-team trade with Knicks, Nuggets","On 2011-02-22, Timberwolves make 3-team trade with Knicks, Nuggets for 2015 pick (#37-Richaun Holmes), and in exhchange give Corey Brewer to them.",TRUE
"2011-02-22","cash","Kosta Koufos","Timberwolves","3-team trade with Knicks, Nuggets","On 2011-02-22, Timberwolves make 3-team trade with Knicks, Nuggets for cash, and in exhchange give Kosta Koufos to them.",FALSE
"2011-02-23","Kirk Hinrich","Mike Bibby","Hawks","trade with Wizards","On 2011-02-23, Hawks make trade with Wizards for Kirk Hinrich, and in exhchange give Mike Bibby to them.",FALSE
"2011-02-23","Kirk Hinrich","Jordan Crawford","Hawks","trade with Wizards","On 2011-02-23, Hawks make trade with Wizards for Kirk Hinrich, and in exhchange give Jordan Crawford to them.",FALSE
"2011-02-23","Kirk Hinrich","Maurice Evans","Hawks","trade with Wizards","On 2011-02-23, Hawks make trade with Wizards for Kirk Hinrich, and in exhchange give Maurice Evans to them.",FALSE
"2011-02-23","Kirk Hinrich","2011 pick (#18-Chris Singleton)","Hawks","trade with Wizards","On 2011-02-23, Hawks make trade with Wizards for Kirk Hinrich, and in exhchange give 2011 pick (#18-Chris Singleton) to them.",TRUE
"2011-02-23","Hilton Armstrong","Mike Bibby","Hawks","trade with Wizards","On 2011-02-23, Hawks make trade with Wizards for Hilton Armstrong, and in exhchange give Mike Bibby to them.",FALSE
"2011-02-23","Hilton Armstrong","Jordan Crawford","Hawks","trade with Wizards","On 2011-02-23, Hawks make trade with Wizards for Hilton Armstrong, and in exhchange give Jordan Crawford to them.",FALSE
"2011-02-23","Hilton Armstrong","Maurice Evans","Hawks","trade with Wizards","On 2011-02-23, Hawks make trade with Wizards for Hilton Armstrong, and in exhchange give Maurice Evans to them.",FALSE
"2011-02-23","Hilton Armstrong","2011 pick (#18-Chris Singleton)","Hawks","trade with Wizards","On 2011-02-23, Hawks make trade with Wizards for Hilton Armstrong, and in exhchange give 2011 pick (#18-Chris Singleton) to them.",TRUE
"2011-02-23","Carl Landry","Marcus Thornton (T.)","Hornets","trade with Kings","On 2011-02-23, Hornets make trade with Kings for Carl Landry, and in exhchange give Marcus Thornton (T.) to them.",FALSE
"2011-02-23","Carl Landry","cash","Hornets","trade with Kings","On 2011-02-23, Hornets make trade with Kings for Carl Landry, and in exhchange give cash to them.",FALSE
"2011-02-23","Devin Harris","Deron Williams","Jazz","trade with Nets","On 2011-02-23, Jazz make trade with Nets for Devin Harris, and in exhchange give Deron Williams to them.",FALSE
"2011-02-23","Derrick Favors","Deron Williams","Jazz","trade with Nets","On 2011-02-23, Jazz make trade with Nets for Derrick Favors, and in exhchange give Deron Williams to them.",FALSE
"2011-02-23","2011 pick (#3-Enes Kanter)","Deron Williams","Jazz","trade with Nets","On 2011-02-23, Jazz make trade with Nets for 2011 pick (#3-Enes Kanter), and in exhchange give Deron Williams to them.",TRUE
"2011-02-23","cash","Deron Williams","Jazz","trade with Nets","On 2011-02-23, Jazz make trade with Nets for cash, and in exhchange give Deron Williams to them.",FALSE
"2011-02-23","Brandan Wright","Troy Murphy","Nets","trade with Warriors","On 2011-02-23, Nets make trade with Warriors for Brandan Wright, and in exhchange give Troy Murphy to them.",FALSE
"2011-02-23","Brandan Wright","2012 pick (#35-Draymond Green)","Nets","trade with Warriors","On 2011-02-23, Nets make trade with Warriors for Brandan Wright, and in exhchange give 2012 pick (#35-Draymond Green) to them.",TRUE
"2011-02-23","Dan Gadzuric","Troy Murphy","Nets","trade with Warriors","On 2011-02-23, Nets make trade with Warriors for Dan Gadzuric, and in exhchange give Troy Murphy to them.",FALSE
"2011-02-23","Dan Gadzuric","2012 pick (#35-Draymond Green)","Nets","trade with Warriors","On 2011-02-23, Nets make trade with Warriors for Dan Gadzuric, and in exhchange give 2012 pick (#35-Draymond Green) to them.",TRUE
"2011-02-24","Gerald Wallace","Dante Cunningham","Blazers","trade with Bobcats","On 2011-02-24, Blazers make trade with Bobcats for Gerald Wallace, and in exhchange give Dante Cunningham to them.",FALSE
"2011-02-24","Gerald Wallace","Joel Przybilla","Blazers","trade with Bobcats","On 2011-02-24, Blazers make trade with Bobcats for Gerald Wallace, and in exhchange give Joel Przybilla to them.",FALSE
"2011-02-24","Gerald Wallace","Sean Marks","Blazers","trade with Bobcats","On 2011-02-24, Blazers make trade with Bobcats for Gerald Wallace, and in exhchange give Sean Marks to them.",FALSE
"2011-02-24","Gerald Wallace","cash","Blazers","trade with Bobcats","On 2011-02-24, Blazers make trade with Bobcats for Gerald Wallace, and in exhchange give cash to them.",FALSE
"2011-02-24","D.J. White","Nazr Mohammed","Bobcats","trade with Thunder","On 2011-02-24, Bobcats make trade with Thunder for D.J. White, and in exhchange give Nazr Mohammed to them.",FALSE
"2011-02-24","Morris Peterson","Nazr Mohammed","Bobcats","trade with Thunder","On 2011-02-24, Bobcats make trade with Thunder for Morris Peterson, and in exhchange give Nazr Mohammed to them.",FALSE
"2011-02-24","Baron Davis","Maurice Williams / Mo Williams","Cavaliers","trade with Clippers","On 2011-02-24, Cavaliers make trade with Clippers for Baron Davis, and in exhchange give Maurice Williams / Mo Williams to them.",FALSE
"2011-02-24","Baron Davis","Jamario Moon","Cavaliers","trade with Clippers","On 2011-02-24, Cavaliers make trade with Clippers for Baron Davis, and in exhchange give Jamario Moon to them.",FALSE
