"","Date","Team","Acquired","Relinquished","Notes"
"860","2017-02-24","Timberwolves","","• Lance Stephenson","player became a free agent"
"861","2017-02-24","Hawks","• Ryan Kelly","","signed free agent for the remainder of the season with a 1-year team option for 2017-18"
"862","2017-02-25","Bucks","• Axel Toupane","","signed free agent to a 10-day contract"
"863","2017-02-25","Pelicans","","• Omri Casspi","waived"
"864","2017-02-25","Pelicans","• Reggie Williams","","signed free agent to a 10-day contract"
"865","2017-02-25","Warriors","","• Briante Weber","player became a free agent / waived"
"866","2017-02-26","Hawks","","• Lamar Patterson","waived"
"867","2017-02-26","Hornets","• Briante Weber","","signed free agent to a 10-day contract"
"868","2017-02-26","Mavericks","• Ben Bentil","","signed free agent to a 10-day contract"
"869","2017-02-26","Mavericks","• Quinn Cook","","signed free agent to a 10-day contract"
"870","2017-02-27","Cavaliers","• Deron Williams","","signed free agent for the remainder of the season"
"871","2017-02-27","Knicks","","• Brandon Jennings","waived"
"872","2017-02-27","Knicks","• Chasson Randle","","signed free agent to a contract for the remainder of the season / 2-year, $1.5M contract"
"873","2017-02-27","Lakers","","• Jose Calderon","waived"
"874","2017-02-27","Nets","","• Luis Scola","waived"
"875","2017-02-27","Rockets","• Isaiah Taylor","","signed free agent to a 3-year, $3M, non-guaranteed contract"
"876","2017-02-27","76ers","","• Andrew Bogut","waived"
"877","2017-02-28","Lakers","• David Nwaba","","signed free agent to a 10-day contract"
"878","2017-03-01","Cavaliers","","• Jordan McRae","waived"
"879","2017-03-01","Thunder","• Norris Cole (a)","","signed unrestricted free agent for the remainder of the season"
"880","2017-03-01","Wizards","","• Danuel House","waived"
"881","2017-03-01","Warriors","• Jose Calderon","","signed free agent for the remainder of the season"
"882","2017-03-01","Wizards","• Brandon Jennings","","signed free agent for the remainder of the season"
"883","2017-03-01","Warriors","","• Jose Calderon","waived"
"884","2017-03-02","Cavaliers","• Andrew Bogut","","signed free agent for the remainder of the season"
"885","2017-03-02","Warriors","• Matt Barnes","","signed free agent for the remainder of the season"
"886","2017-03-03","76ers","• Justin Harper","","signed free agent to a 10-day contract"
"887","2017-03-04","Bucks","","• Axel Toupane","waived"
"888","2017-03-04","Bucks","• Terrence Jones","","signed free agent for the remainder of the season"
"889","2017-03-06","76ers","• Shawn Long","","signed free agent to a 10-day contract"
"890","2017-03-06","Pelicans","• Jordan Crawford","","signed free agent to a 10-day contract"
"891","2017-03-06","Pelicans","","• Jarrett Jack","waived"
"892","2017-03-07","Pelicans","","• Reggie Williams","waived"
"893","2017-03-08","Mavericks","","• Ben Bentil","waived"
"894","2017-03-08","Mavericks","","• Quinn Cook","waived"
"895","2017-03-08","Pelicans","• Wayne Selden Jr.","","signed free agent to a 10-day contract"
"896","2017-03-08","Timberwolves","• Lance Stephenson","","signed free agent to a second 10-day contract"
"897","2017-03-09","Mavericks","• Jarrod Uthoff","","signed free agent to a 10-day contract"
"898","2017-03-09","Mavericks","• Manny Harris","","signed free agent to a 10-day contract"
"899","2017-03-10","Rockets","• Troy Williams","","signed free agent to a 10-day contract"
"900","2017-03-13","76ers","","• Justin Harper","waived"
"901","2017-03-13","Cavaliers","","• Andrew Bogut","waived"
"902","2017-03-13","Cavaliers","• Larry Sanders (b)","","signed free agent for the remainder of the season / 1-year, $208K contract with a 1-year team option for 2017-18"
"903","2017-03-14","Nets","• Archie Goodwin","","signed free agent to a 10-day contract"
"904","2017-03-15","Pelicans","","• Hollis Thompson","waived"
"905","2017-03-17","Pelicans","","• Hollis Thompson","player became a free agent"
"906","2017-03-18","Grizzlies","","• Toney Douglas","waived"
"907","2017-03-18","Pelicans","","• Wayne Selden Jr.","player became a free agent"
"908","2017-03-18","Grizzlies","• Wayne Selden Jr.","","signed free agent for the remainder of the season / multi-year contract"
"909","2017-03-18","Timberwolves","","• Lance Stephenson","waived"
"910","2017-03-19","Pelicans","• Quinn Cook","","signed free agent to a 10-day contract"
"911","2017-03-19","Suns","• Jarell Eddie","","signed free agent to a 10-day contract"
"912","2017-03-20","Timberwolves","• Omri Casspi","","signed free agent for the remainder of the season"
"913","2017-03-29","Mavericks","","• Manny Harris","waived"
"914","2017-03-29","Pacers","","• Rodney Stuckey","waived"
"915","2017-03-30","Pacers","• Lance Stephenson","","signed free agent to a 3-year, $12M contract / 2-year, $8.2M contract with a 1-year team option"
"916","2017-04-01","76ers","• Alex Poythress","","signed free agent to a 10-day contract"
"917","2017-04-01","Bucks","","• Terrence Jones","waived"
"918","2017-04-02","Bucks","• Gary Payton II","","signed free agent to a 2-year contract / for the remainder of the season"
"919","2017-04-02","Nets","","• Archie Goodwin","waived"
"920","2017-04-02","Nets","• Cliff Alexander","","signed free agent for the remainder of the season"
"921","2017-04-03","Celtics","","• Chris Wilcox","waived"
"922","2017-04-03","Magic","","• C.J. Wilcox","waived"
"923","2017-04-03","Magic","• Marcus Georges-Hunt","","signed free agent to a multi-year contract / for the remainder of the season"
"924","2017-04-03","Magic","• Patricio Garino","","signed free agent to a multi-year contract / for the remainder of the season"
"925","2017-04-03","Nets","","• Cliff Alexander","waived"
"926","2017-04-03","Nets","• Prince Ibeh","","signed free agent for the remainder of the season"
"927","2017-04-04","Nets","","• Prince Ibeh","waived"
"928","2017-04-04","Nets","• Archie Goodwin","","signed free agent to a 2-year, $1.6M contract"
"929","2017-04-04","Nets","• Cliff Alexander","","signed free agent"
"930","2017-04-04","Nets","","• Cliff Alexander","waived"
"931","2017-04-08","Suns","• Elijah Millsap","","signed free agent to a 2-year, $1.55M contract / contract for the remainder of the season"
"932","2017-04-09","Cavaliers","","• DeAndre Liggins","waived"
"933","2017-04-09","Suns","","• Jarell Eddie","waived"
"934","2017-04-10","Pelicans","• Axel Toupane","","signed free agent to a 10-day contract / contract for the remainder of the season"
"935","2017-04-12","Cavaliers","","• Larry Sanders (b)","waived"
"936","2017-04-12","Cavaliers","• Dahntay Jones","","signed free agent for the remainder of the season"
"937","2017-04-12","Cavaliers","• Walter Tavares / Edy Tavares","","signed free agent to a multi-year contract / contract for the remainder of the season"
"938","2017-06-01","Kings","","• Anthony Tolliver","waived"
"939","2017-06-19","76ers","• 2017 first round pick (#1-Markelle Fultz)","• 2017 first round pick (#3-Jayson Tatum)• first round pick (Lakers 2018 pick if it is #2-5, else more favorable of 76ers, Kings 2019 first round picks unless that pick is #1 overall in which case less favorable of 76ers, Kings picks) (?-?)","trade with Celtics"
"940","2017-06-19","Celtics","• 2017 first round pick (#3-Jayson Tatum)• first round pick (Lakers 2018 pick if it is #2-5, else more favorable of 76ers, Kings 2019 first round picks unless that pick is #1 overall in which case less favorable of 76ers, Kings picks) (?-?)","• 2017 first round pick (#1-Markelle Fultz)","trade with 76ers"
"941","2017-06-20","Hawks","• Marco Belinelli• Miles Plumlee• 2017 second round pick (#41-Tyler Dorsey)","• Dwight Howard• 2017 second round pick (#31-Frank Jackson)","trade with Hornets"
"942","2017-06-20","Hornets","• Dwight Howard• 2017 second round pick (#31-Frank Jackson)","• Marco Belinelli• Miles Plumlee• 2017 second round pick (#41-Tyler Dorsey)","trade with Hawks"
"943","2017-06-20","Timberwolves","","• Nikola Pekovic","waived"
"944","2017-06-21","Pelicans","• 2017 second round pick (#52-Edmond Sumner)","• Tim Frazier","trade with Wizards"
"945","2017-06-21","Wizards","• Tim Frazier","• 2017 second round pick (#52-Edmond Sumner)","trade with Pelicans"
"946","2017-06-22","76ers","• James Blackmon Jr.","","signed free agent"
"947","2017-06-22","Timberwolves","• Charles Cook","","signed free agent"
"948","2017-06-22","Timberwolves","• V.J. Beachum","","signed free agent"
"949","2017-06-22","76ers","• rights to Anzejs Pasecniks","• draft pick(s) (first round pick exactly two years after Thunder conveys first round pick to Jazz, protected top 20 in 2020-22, else 2022 second round pick and 2023 second round pick) (?-?)• 2020 second round pick (less favorable of Knicks, Nets picks) (?-?)","trade with Magic"
"950","2017-06-22","Blazers","• rights to Zach Collins","• rights to Justin Jackson• rights to Harry Giles","trade with Kings"
"951","2017-06-22","Bucks","• $2M cash","• rights to Sindarius Thornwell","trade with Clippers"
"952","2017-06-22","Bulls","• $3.5M cash","• rights to Jordan Bell","trade with Warriors"
"953","2017-06-22","Bulls","• Zach LaVine• Kris Dunn• rights to Lauri Markkanen","• Jimmy Butler• rights to Justin Patton","trade with Timberwolves"
"954","2017-06-22","Clippers","• rights to Sindarius Thornwell","• $2M cash","trade with Bucks"
"955","2017-06-22","Grizzlies","• rights to Dillon Brooks","• 2018 second round pick (least favorable of Grizzlies, Heat, Hornets picks) (#46-De'Anthony Melton)","trade with Rockets"
"956","2017-06-22","Grizzlies","• rights to Ivan Rabb","• 2019 second round pick (?-?)","trade with Magic"
"957","2017-06-22","Hornets","• rights to Dwayne Bacon• $1.8M cash","• rights to Frank Jackson","trade with Pelicans"
"958","2017-06-22","Jazz","• rights to Donovan Mitchell","• Trey Lyles• rights to Tyler Lydon","trade with Nuggets"
"959","2017-06-22","Jazz","• rights to Tony Bradley","• rights to Josh Hart• rights to Thomas Bryant","trade with Lakers"
"960","2017-06-22","Kings","• rights to Justin Jackson• rights to Harry Giles","• rights to Zach Collins","trade with Blazers"
"961","2017-06-22","Lakers","• Brook Lopez• rights to Kyle Kuzma","• D'Angelo Russell• Timofey Mozgov","trade with Nets"
"962","2017-06-22","Lakers","• rights to Josh Hart• rights to Thomas Bryant","• rights to Tony Bradley","trade with Jazz"
"963","2017-06-22","Magic","• 2019 second round pick (?-?)","• rights to Ivan Rabb","trade with Grizzlies"
"964","2017-06-22","Magic","• draft pick(s) (first round pick exactly two years after Thunder conveys first round pick to Jazz, protected top 20 in 2020-22, else 2022 second round pick and 2023 second round pick) (?-?)• 2020 second round pick (less favorable of Knicks, Nets picks) (?-?)","• rights to Anzejs Pasecniks","trade with 76ers"
"965","2017-06-22","Nets","• D'Angelo Russell• Timofey Mozgov","• Brook Lopez• rights to Kyle Kuzma","trade with Lakers"
"966","2017-06-22","Nuggets","• Trey Lyles• rights to Tyler Lydon","• rights to Donovan Mitchell","trade with Jazz"
"967","2017-06-22","Pacers","• rights to Edmond Sumner","• $1M cash","trade with Pelicans"
"968","2017-06-22","Pelicans","• $1M cash","• rights to Edmond Sumner","trade with Pacers"
"969","2017-06-22","Pelicans","• rights to Frank Jackson","• rights to Dwayne Bacon• $1.8M cash","trade with Hornets"
"970","2017-06-22","Rockets","• 2018 second round pick (least favorable of Grizzlies, Heat, Hornets picks) (#46-De'Anthony Melton)","• rights to Dillon Brooks","trade with Grizzlies"
"971","2017-06-22","Timberwolves","• Jimmy Butler• rights to Justin Patton","• Zach LaVine• Kris Dunn• rights to Lauri Markkanen","trade with Bulls"
"972","2017-06-22","Warriors","• rights to Jordan Bell","• $3.5M cash","trade with Bulls"
"973","2017-06-23","76ers","• Melo Trimble","","signed free agent"
"974","2017-06-23","Clippers","• Isaiah Hicks","","signed free agent"
"975","2017-06-23","Grizzlies","• Kobi Simmons","","signed free agent"
"976","2017-06-23","Kings","","• Arron Afflalo","waived"
"977","2017-06-23","Knicks","• Luke Kornet","","signed free agent to a 1-year, two way contract"
"978","2017-06-23","Knicks","• Nigel Hayes","","signed free agent"
"979","2017-06-23","Lakers","• P.J. Dozier","","signed free agent"
"980","2017-06-23","Rockets","• George De Paula","","signed free agent"
"981","2017-06-23","Warriors","• JaCorey Williams","","signed free agent"
"982","2017-06-23","Wizards","• Kris Jenkins","","signed free agent"
"983","2017-06-24","Knicks","• Jamel Artis","","signed free agent"
"984","2017-06-25","Thunder","• Rashawn Thomas","","signed free agent"
"985","2017-06-26","Timberwolves","","• Jordan Hill","waived"
"986","2017-06-28","Clippers","","• Paul Pierce","waived"
"987","2017-06-28","76ers","• 2018 second round pick (#60-Kostas Antetokounmpo)• cash considerations","• Shawn Long","trade with Rockets"
"988","2017-06-28","Blazers","• cash considerations","• Tim Quarterman","trade with Rockets"
"989","2017-06-28","Hawks","• cash considerations","• Ryan Kelly","trade with Rockets"
"990","2017-06-28","Mavericks","• cash considerations","• DeAndre Liggins","trade with Rockets"
"991","2017-06-28","Pistons","• cash considerations","• Darrun Hilliard","trade with Rockets"
"992","2017-06-28","Rockets","• Darrun Hilliard","• cash considerations","trade with Pistons"
"993","2017-06-28","Rockets","• DeAndre Liggins","• cash considerations","trade with Mavericks"
"994","2017-06-28","Rockets","• Ryan Kelly","• cash considerations","trade with Hawks"
"995","2017-06-28","Rockets","• Shawn Long","• 2018 second round pick (#60-Kostas Antetokounmpo)• cash considerations","trade with 76ers"
"996","2017-06-28","Rockets","• Tim Quarterman","• cash considerations","trade with Blazers"
"997","2017-06-28","Clippers","• Patrick Beverley• Sam Dekker• Montrezl Harrell• Darrun Hilliard• DeAndre Liggins• Louis Williams / Lou Williams• Kyle Wiltjer• first round pick (protected top 3 in 2018-23, unprotected in 2024) (2018 #30-Omari Spellman)• $661K cash","• Chris Paul","trade with Rockets"
"998","2017-06-28","Rockets","• Chris Paul","• Patrick Beverley• Sam Dekker• Montrezl Harrell• Darrun Hilliard• DeAndre Liggins• Louis Williams / Lou Williams• Kyle Wiltjer• first round pick (protected top 3 in 2018-23, unprotected in 2024) (2018 #30-Omari Spellman)• $661K cash","trade with Clippers"
"999","2017-06-29","Clippers","","• Darrun Hilliard","waived"
"1000","2017-06-29","Hawks","• Josh Magette","","signed free agent to a two way contract"
"1001","2017-06-29","Mavericks","• cash","• Jarrod Uthoff","trade with Rockets"
"1002","2017-06-29","Rockets","• Jarrod Uthoff","• cash","trade with Mavericks"
"1003","2017-06-30","76ers","","• Gerald Henderson (b)","waived"
"1004","2017-06-30","Blazers","","• Festus Ezeli","waived"
"1005","2017-06-30","Bulls","","• Isaiah Canaan","waived"
"1006","2017-06-30","Bulls","","• Rajon Rondo","waived"
"1007","2017-06-30","Hawks","","• Mike Dunleavy Jr.","waived"
